15069,17.012175,51.113141,Legnicka / Młodych Techników
15044,17.006287,51.113703,Plac Strzegomski / Poznańska
15045,17.007137,51.117668,Zachodnia / Poznańska
15122,17.013477,51.118899,Młodych Techników
